CustomerId,CreditScore,Gender,Age,Balance,IsActiveMember,EstimatedSalary,Complain
15621353,645,0,37,0,0,13589.93,0
15627232,608,1,44,114203.47,1,77830.36,1
15745843,689,0,31,0,1,136610.02,0
15722902,652,1,50,125437.64,1,17160.94,1
15791767,769,0,26,0,0,176843.53,0
15792722,611,0,43,64897.75,0,114996.33,0
15723006,489,1,38,0,1,196990.79,0
15771942,528,0,46,135555.66,0,133146.03,1
15774738,632,1,44,107764.75,0,185667.72,0
15574004,429,0,27,117307.44,1,24020.49,0
15587233,457,1,41,73700.12,1,185750.02,1
15808228,768,0,44,60603.4,1,178045.97,0
15682834,715,0,35,40169.88,1,199857.47,0
15571752,668,0,32,92041.87,1,43595.9,0
15743067,625,1,26,130483.95,0,122810.53,0
15714466,846,0,41,0,0,3440.47,1
15617982,661,0,42,0,0,35989.41,0
15696637,571,0,23,151097.28,1,17163.75,0
15690647,582,0,46,67563.31,0,44506.09,1
15672756,716,0,35,112808.18,1,17848.3,0
15704586,758,0,42,0,1,76209.56,0
15674526,725,1,66,86459.8,1,141476.56,0
15775295,630,0,40,118633.08,1,60032.46,1
15684196,627,0,55,159441.27,0,100686.11,1
15727281,653,0,27,0,0,96429.29,0
15787835,775,0,38,125212.65,1,15795.88,1
15730540,794,1,45,88656.37,0,116547.31,0
15646276,831,0,32,146033.62,0,191260.74,0
15582180,561,1,29,120268.13,1,173870.39,0
15697095,705,1,46,0,0,117273.35,0
15748797,636,0,33,0,0,92277.47,1
15754796,487,0,46,135070.58,1,44244.49,1
15628947,693,0,38,0,0,78133.48,1
15775546,517,0,29,0,0,103402.88,0
15670481,684,0,27,122550.05,1,137835.82,0
15619029,620,0,43,0,0,20670.1,0
15613282,757,1,29,130306.49,0,77469.38,0
15721487,739,0,27,0,1,57572.38,0
15797276,662,0,41,90350.77,0,75884.65,1
15612494,359,0,44,128747.69,0,146955.71,1
15629617,572,1,23,126873.52,1,67040.12,0
15600821,721,1,69,108424.19,1,178418.35,0
15579062,707,1,32,0,0,30807.02,0
15814268,444,0,40,84350.07,0,143835.76,0
15710164,523,0,73,0,0,130883.9,1
15693904,685,0,30,84958.6,1,194343.72,0
15588986,673,0,29,99097.36,1,9796.69,0
15797733,503,1,30,136622.55,0,47310.24,0
15620507,485,0,30,156771.68,1,141148.21,0
15685150,799,1,28,167658.33,1,111138.25,0
15667651,585,0,33,0,0,114182.07,0
15774166,607,0,24,109483.54,1,127560.77,0
15649280,521,0,40,134504.78,0,18082.06,0
15705657,535,0,44,114427.86,1,136330.26,0
15753969,724,1,45,83888.54,1,34121.81,0
15742378,520,1,32,110029.77,0,56246.69,0
15794874,696,1,41,127523.75,1,191417.42,0
15589221,657,1,30,139762.13,1,23317.88,0
15596671,603,0,42,91611.12,0,144675.3,1
15583668,726,0,42,109471.79,1,175161.05,0
15710206,591,0,39,150500.64,0,14928.8,0
15799966,792,0,59,101609.77,0,161479.19,1
15794560,550,1,57,0,1,133501.94,0
15626485,601,0,26,78892.23,1,23703.52,0
15703143,820,0,29,82344.84,1,115985.38,0
15809772,667,1,48,0,0,43229.2,0
15687959,573,0,44,0,1,94862.93,0
15585282,755,1,62,127706.33,1,142377.69,0
15714993,552,0,41,124349.34,0,135635.25,0
15596021,598,1,44,0,0,148487.9,0
15646615,576,1,28,119336.29,1,58976.85,0
15742632,670,0,31,0,1,76254.83,0
15574068,504,1,56,104217.3,0,55857.48,1
15806967,778,0,65,0,1,77867.23,0
15796334,558,1,39,144757.02,0,22878.16,1
15688713,627,1,44,0,1,114469.55,0
15796179,683,1,43,0,0,96754.8,0
15598751,556,0,43,0,0,125154.57,1
15703019,583,0,38,0,1,113597.64,0
15646302,705,0,24,100169.51,0,121408.55,0
15680855,637,1,33,145731.83,1,109219.43,0
15697311,697,1,56,110802.03,1,50230.31,1
15585367,555,0,46,120392.99,0,177719.88,1
15726556,594,0,26,135067.52,0,131211.86,0
15676242,632,1,31,136556.44,0,82152.83,1
15684198,551,0,38,0,1,216.27,0
15774882,687,0,35,99587.43,1,1713.1,1
15714227,672,0,53,0,1,136910.18,0
15608653,521,0,34,70731.07,1,20243.97,1
15784280,686,1,35,109342.82,1,86043.27,0
15789546,639,1,28,0,0,126561.07,0
15590320,850,1,66,0,1,64350.8,0
15678385,465,1,25,78247.31,1,10472.31,0
15571778,817,0,55,117561.49,0,95941.55,1
15657085,578,1,23,88980.32,1,125222.36,0
15640627,611,1,34,0,0,170950.58,0
15566211,616,0,41,103560.57,0,236.45,1
15669293,517,1,37,113308.84,1,31517.16,0
15595067,637,0,40,0,1,181610.6,0
15753566,806,0,32,63763.49,0,156593.09,0
15650391,633,0,29,169988.35,0,4272,0
15681843,624,0,35,180303.24,0,163587.9,0
15814846,691,1,52,0,0,175843.68,1
15670374,819,0,49,120656.86,0,166164.3,1
15762332,568,0,31,61592.14,1,61796.64,0
15700223,806,1,48,164701.68,1,21439.49,0
15729956,726,0,26,80780.16,1,19225.85,0
15594862,552,1,36,0,0,132547.02,0
15598782,755,0,30,154221.37,1,62688.55,0
15745080,634,1,26,0,0,21760.96,0
15703399,756,0,26,101641.14,1,154460.68,0
15732175,776,1,37,0,1,8065,0
15630725,649,0,45,92786.66,0,173365.9,1
15640260,595,1,32,131081.66,1,69428.79,0
15716822,646,1,30,98014.74,1,12757.14,0
15583748,592,1,38,0,0,180426.2,0
15605968,574,1,26,97460.1,1,43093.67,0
15790683,850,1,36,104077.19,1,68594,0
15607713,850,0,29,0,1,197996.65,0
15700212,475,0,46,0,0,122953,1
15626710,642,0,39,0,1,76821.24,0
15716491,710,0,51,93656.95,1,141400.51,1
15625824,596,1,30,121345.88,0,41921.75,1
15617705,609,0,39,141675.23,1,175664.25,0
15761976,797,0,31,0,0,117916.63,0
15634891,504,0,43,102365.49,0,194690.77,1
15744517,735,1,50,0,0,166677.35,1
15686963,680,0,30,0,0,160131.58,0
15808189,449,1,52,0,1,123622,0
15580845,685,1,57,101868.51,1,113483.96,0
15799156,569,1,38,0,0,79618.79,0
15694296,631,1,35,112392.45,0,24472.23,0
15677049,595,0,25,106570.34,1,177025.79,0
15583595,461,0,28,0,1,103349.74,0
15590146,630,1,50,81947.76,1,63606.22,1
15801548,661,0,31,144162.3,1,14490.79,0
15660833,796,1,39,86350.87,0,105080.53,0
15762277,710,1,47,158623.14,0,83499.89,1
15791302,741,1,32,0,0,143598.7,0
15798975,606,1,48,132403.56,0,36091.91,1
15599956,747,1,27,0,0,13007.89,0
15577274,549,0,43,134985.66,0,6101.41,0
15701200,576,1,36,0,1,48314,0
15638149,528,1,37,103772.45,0,197111.99,0
15786199,535,1,33,133040.32,1,110299.78,0
15701765,575,0,37,0,0,30114.32,0
15586974,656,1,39,0,1,98894.64,0
15729040,440,1,42,0,0,49826.68,0
15788676,539,1,38,71460.67,1,10074.05,0
15602497,850,1,39,133214.13,1,20769.88,0
15701333,646,0,37,96558.66,0,163427.18,0
15812071,744,1,54,93806.31,1,140068.77,0
15634375,710,0,36,0,0,83206.19,0
15738267,544,0,64,124043.8,1,111402.97,1
15786800,723,1,52,131694.97,1,92873.5,1
15591130,507,0,29,0,1,94780.9,0
15720662,787,0,35,106266.8,1,16607.15,0
15751531,598,1,41,0,1,161954.43,0
15653595,796,1,51,0,1,194733.28,0
15568360,569,0,41,139840.36,1,163524.7,0
15781210,711,1,34,0,0,48260.19,0
15668058,661,1,35,124098.54,0,86678.48,0
15597131,415,1,32,145807.59,1,3064.65,0
15697283,578,1,23,0,0,112124.98,0
15640953,611,0,26,107508.93,1,120801.65,0
15715031,600,0,28,0,1,52193.23,0
15589660,661,0,32,145980.23,1,56636.28,0
15769818,850,0,37,212778.2,1,69372.88,0
15782736,573,0,47,152522.47,1,164038.07,1
15614818,764,0,33,168964.77,1,118982.51,0
15794014,838,0,34,0,0,27472.07,0
15732448,821,0,28,0,1,36754.13,0
15723411,607,0,36,98266.3,1,46416.36,0
15797686,558,1,38,113000.92,1,152872.39,0
15605950,530,1,23,137060.88,1,165227.23,0
15812497,654,1,37,112146.12,0,75927.35,0
15690678,530,0,33,129307.32,1,172930.28,0
15747677,656,1,69,163975.09,1,36108.5,0
15618926,520,1,43,0,1,36202.74,0
15673908,602,0,42,158414.85,1,131886.46,0
15727944,701,0,48,92072.68,1,133992.36,0
15807294,653,0,30,88243.29,1,96658.26,0
15618581,668,1,25,0,1,135112.09,0
15584364,652,1,48,59486.31,0,163944.18,1
15599552,639,0,54,0,1,53843.71,0
15749177,730,0,52,0,1,122398.84,0
15718779,780,1,34,0,1,64804.04,0
15568106,592,0,38,119278.01,1,19370.73,0
15779481,628,1,34,158741.43,1,126192.54,0
15709994,658,0,40,140596.95,1,135459.02,1
15772777,850,0,29,0,1,94815.04,0
15706815,515,1,37,90432.92,1,188366.04,1
15618018,571,0,35,104783.81,1,178512.52,0
15671032,760,1,42,77992.97,1,97906.38,0
15634281,720,0,43,110822.9,0,72861.94,0
15766374,632,1,42,119624.6,1,195978.86,0
15600991,694,1,31,109052.59,1,19448.93,1
15777576,559,0,40,139129.44,1,32635.54,0
15742613,773,0,42,152324.66,0,171733.22,0
15649523,581,1,38,0,0,46176.22,0
15651063,524,0,37,127480.58,0,179634.69,0
15683124,713,1,53,115029.4,0,191521.32,1
15618314,676,1,40,114005.78,1,67998.45,0
15670823,651,0,42,116646.76,0,44731.8,1
15607133,717,0,49,110864.38,1,124532.9,1
15615012,594,1,23,156267.59,0,160968.44,0
15725141,716,0,44,109528.28,0,27341.63,1
15623560,668,0,35,102482.76,1,53994.64,0
15693018,678,1,23,115563.71,1,91633.53,0
15636756,545,1,23,0,0,189613.12,0
15647474,613,0,40,95624.36,1,60706.33,0
15576714,687,0,21,0,1,154767.34,0
15585047,715,1,28,160376.61,0,196853.11,0
15743976,618,1,41,37702.79,1,195775.48,0
15793881,721,0,35,118273.83,1,3086.89,0
15576517,445,0,34,131082.17,1,70618,0
15631072,690,1,38,94456,1,55034.02,0
15730394,709,0,43,0,0,168035.62,1
15631460,671,0,42,0,1,128449.33,0
15692002,538,1,33,93791.38,1,199249.29,0
15595282,735,0,33,0,0,149474.69,0
15789548,592,0,37,0,1,126726.33,0
15758035,747,1,61,155973.13,1,147554.26,0
15617518,675,1,36,89409.95,1,149399.7,0
15651802,632,0,39,97854.37,0,93536.38,0
15631813,621,1,39,0,1,58883.91,0
15729668,521,1,29,60280.62,0,154271.41,0
15741728,591,1,36,135216.8,1,122022.89,0
15576676,706,0,28,124923.35,1,50299.14,0
15711378,677,1,38,0,0,187800.63,0
15765520,769,1,27,188614.07,0,171344.09,0
15656726,771,1,32,62321.62,1,40920.59,0
15647842,601,0,48,120782.7,0,63940.68,1
15719309,670,0,42,115961.58,1,29483.87,0
15748718,517,1,28,115062.61,0,179056.23,0
15594404,834,0,49,160602.25,0,129273.94,0
15751158,571,0,42,108825.34,0,55558.51,1
15593470,576,0,36,166287.85,1,23305.85,0
15695129,718,0,31,152663.77,1,17128.64,0
15640865,636,0,31,80844.69,1,74641.9,0
15714080,566,0,40,97001.36,0,154486.01,0
15648721,711,1,64,0,1,3185.67,0
15801466,574,0,39,122524.61,0,88463.63,0
15750248,619,0,35,132292.63,0,65682.93,0
15758726,588,0,24,0,1,140586.08,0
15781553,760,0,49,91502.99,0,117232.9,1
15649121,665,1,52,0,0,116137.01,1
15674811,739,1,29,59385.98,1,105533.96,0
15646037,641,1,77,0,1,81514.06,0
15722578,685,0,21,97956.5,1,164966.27,0
15665695,594,0,49,0,1,23631.55,0
15801062,557,0,40,0,1,105433.53,0
15662955,697,1,27,141223.68,0,90591.15,0
15770309,656,1,18,151762.74,1,127014.32,0
15657386,712,1,43,141749.74,1,90905.26,0
15777797,689,1,38,75075.14,1,8651.92,1
15783955,697,0,25,165686.11,0,15467.98,0
15804516,589,1,38,0,0,79915.28,0
15681758,525,0,25,0,0,69361.95,0
15630321,680,1,44,0,0,86935.08,0
15588248,617,0,28,0,1,7597.83,1
15591932,680,1,32,92961.61,0,116957.6,0
15810347,662,0,30,0,1,157884.83,0
15595303,736,1,46,130812.91,1,77981.54,1
15634950,657,1,57,107174.58,1,126369.55,1
15685372,350,1,54,152677.48,1,191973.49,1
15745827,617,1,30,132005.77,0,142940.39,0
15755868,562,1,35,0,0,48869.67,0
15735222,705,0,23,0,1,73131.73,0
15604804,516,0,33,127305.5,1,120037.36,0
15718944,573,0,37,0,0,193995.37,0
15678626,538,0,31,0,0,179453.66,0
15571550,699,1,39,0,0,80963.92,0
15723053,504,1,32,170291.22,1,15658.99,0
15661528,583,1,47,102562.23,0,92708.1,0
15754177,712,1,53,111061.01,0,26542.17,0
15683544,626,1,62,0,1,65010.74,0
15708048,631,0,34,124379.14,0,106892.91,0
15701109,663,0,37,0,1,185210.63,0
15600110,506,0,41,57745.76,0,4035.46,0
15651533,570,0,50,129293.74,0,177805.44,1
15777904,703,0,45,0,1,68831.72,0
15655574,698,0,40,150777.1,0,114732.62,0
15569423,731,1,41,0,0,22299.27,0
15718106,625,1,34,0,0,197283.2,0
15585067,634,1,31,108632.48,1,179485.96,1
15675501,616,1,59,153861.1,1,17699.48,0
15633233,500,1,56,100374.58,0,118490.8,1
15667134,446,1,32,0,0,133292.94,0
15659105,669,0,47,61196.54,0,58170.24,0
15575409,581,1,31,116891.72,0,107137.3,0
15752342,704,0,54,133656.91,0,145071.33,1
15654851,748,1,44,92911.52,1,85495.24,0
15741429,680,0,31,119825.75,1,101139.3,0
15682356,655,0,37,111852.84,0,10511.13,0
15806447,690,1,32,106683.52,1,137916.49,0
15800229,695,1,40,139022.24,1,193383.13,0
15663441,700,0,40,148571.07,0,189826.96,1
15791991,773,1,52,0,1,144113.42,0
15775082,749,1,42,129776.72,1,143538.51,0
15579706,611,0,46,0,0,77677.14,1
15718247,606,0,46,0,1,183717.94,0
15755722,554,1,24,0,0,92180.62,0
15582259,567,0,37,0,1,28690.9,0
15716994,559,1,24,114739.92,0,85891.02,1
15586880,594,1,41,122545.65,1,42050.24,0
15713854,513,0,37,0,0,110142.34,0
15780835,652,0,26,131908.35,1,179269.79,0
15675896,680,0,42,105722.69,1,90558.24,1
15658459,784,1,33,0,0,162022.47,0
15658057,812,0,44,0,0,66926.83,1
15801767,784,0,40,0,0,108891.3,0
15569178,570,0,18,82767.42,0,71811.9,0
15731478,712,0,42,87842.98,0,92223.59,0
15811236,705,1,39,133261.13,1,78065.9,0
15746749,681,0,32,0,1,59679.9,0
15662758,620,1,41,97925.11,0,85000.32,0
15709387,711,1,52,0,1,159808.95,0
15572093,613,0,24,140453.91,0,129001.3,0
15713826,613,0,20,117356.19,0,113557.7,1
15570205,682,1,36,0,1,147758.51,0
15589348,850,1,37,137204.77,1,28865.59,0
15804610,601,0,41,0,1,160607.06,0
15700854,595,1,35,0,0,100015.79,1
15758836,675,1,36,54098.18,1,54478.52,0
15772933,591,1,31,0,1,141677.33,0
15809006,602,1,23,113758.48,0,84077.6,0
15689612,554,0,34,0,1,106981.03,0
15744614,541,1,37,118636.92,1,73551.44,0
15704250,506,1,34,0,0,115842.1,0
15700255,814,1,44,95488.82,0,107013.59,0
15669410,683,1,30,110829.52,0,24938.84,0
15807595,485,1,51,144244.59,0,51113.14,0
15664523,696,0,31,122021.92,0,33828.64,0
15642833,608,0,30,0,0,128875.86,0
15605279,792,1,50,0,1,194700.81,1
15713644,686,1,22,0,0,158974.45,0
15750466,790,1,42,85839.62,0,198182.73,0
15739054,654,0,29,96974.97,1,141404.07,0
15612771,452,1,35,148172.44,1,4175.68,0
15788483,719,1,38,0,0,126876.47,0
15732832,707,0,40,0,0,41052.82,0
15772892,699,0,49,0,0,105760.01,0
15713843,850,1,30,0,1,27937.12,0
15567993,828,1,28,134766.85,0,79355.87,0
15617603,850,1,30,123210.56,1,102180.27,0
15744983,712,1,47,139887.01,1,95719.73,0
15630419,634,1,44,149961.11,0,57121.51,0
15738828,730,1,45,152880.97,0,162478.11,0
15778025,685,1,43,108589.47,1,194808.51,0
15799479,809,1,33,0,1,124045.65,0
15684269,707,0,35,56674.48,0,17987.4,1
15762745,648,1,32,0,0,133653.38,0
15746970,760,0,57,0,1,25101.17,0
15725024,805,0,33,105663.56,1,33330.89,0
15592116,585,0,39,0,0,2401.26,0
15624391,595,0,30,100683.54,1,178361.04,0
15567422,630,1,42,0,0,162697.93,0
15612627,627,1,29,139541.58,0,80607.33,0
15574879,631,0,37,121801.72,1,23146.62,0
15745107,776,1,38,112281.7,1,89893.6,0
15734491,676,0,36,0,1,3173.31,0
15675320,758,0,40,93499.82,0,123218.81,0
15643824,637,1,33,132255.99,1,74588.41,0
15643438,850,1,20,0,0,31288.77,0
15721730,601,0,44,0,0,58561.31,0
15680727,735,1,49,121973.28,0,148804.36,0
15752508,614,1,32,99462.8,1,51117.06,0
15808846,672,0,21,165878.76,1,164537.17,0
15727251,642,1,30,117494.27,0,61977.82,0
15663489,633,0,29,138577.34,0,193362.99,0
15683677,769,1,39,0,1,47722.79,0
15596414,796,1,41,107525.07,0,18510.41,0
15730639,715,1,23,139224.92,0,65057.71,0
15672132,695,0,42,121453.63,0,46374.64,0
15742638,747,0,25,0,1,42039.67,0
15578603,584,0,54,77354.37,0,138192.98,1
15726088,476,1,40,0,1,22735.45,0
15682533,850,0,39,79259.99,1,186910.74,0
15772995,529,1,30,116295.29,0,75285.47,0
15765694,584,0,59,0,1,130260.11,1
15659486,586,1,34,74309.81,0,15034.93,0
15568963,674,1,34,152797.9,0,175709.4,1
15703820,552,1,42,133701.07,0,101069.71,1
15569410,601,0,33,114430.18,1,153012.13,0
15632256,541,1,29,127504.57,0,86173.92,0
15724466,744,0,41,84113.41,0,197548.63,0
15777639,595,0,23,101126.66,0,37042.8,0
15802501,724,1,33,103564.83,0,121085.72,0
15778410,533,0,52,0,1,194113.99,1
15670702,618,1,37,168178.21,1,101273.23,0
15704763,523,0,39,143903.11,1,118711.75,1
15645544,642,0,30,129753.69,0,582.53,0
15757646,584,1,35,0,0,192381.21,0
15701121,521,1,38,110641.18,1,136507.69,1
15796313,662,0,36,166909.2,0,138871.12,1
15815660,758,0,34,154139.45,1,60728.89,0
15602844,717,1,38,97459.06,0,189175.71,0
15636238,611,1,40,0,1,102547.56,0
15770101,766,1,43,112088.04,1,36706.56,0
15645543,636,0,34,0,1,44756.25,0
15596397,814,0,48,0,1,132870.15,0
15770525,760,1,28,141038.57,0,16287.38,0
15684267,607,1,39,84468.67,1,121945.42,0
15689980,725,0,36,118520.26,0,131173.9,1
15633260,600,1,37,142663.46,1,88669.89,0
15756471,656,1,27,118627.16,1,160835.3,0
15721303,640,1,34,137523.02,0,24761.36,0
15802256,439,1,28,110976.23,0,138526.96,0
15725664,549,0,38,107283.4,0,157442.75,0
15674851,622,1,38,0,0,105295.77,0
15701946,715,1,34,124314.45,0,97782.92,0
15748947,657,0,41,95858.37,1,68255.88,0
15673342,703,1,36,0,0,108790.95,0
15601008,802,1,33,0,0,143706.18,0
15771636,793,0,36,0,0,148993.47,0
15642002,554,0,35,117707.18,0,95277.15,1
15693381,533,1,38,135289.33,1,152956.33,0
15607691,658,1,36,174060.46,1,94925.62,0
15589380,713,1,40,114446.84,1,87308.18,0
15603846,711,1,37,0,0,83978.86,1
15753549,669,1,25,157848.53,0,37543.93,1
15725355,439,0,43,0,1,104889.3,0
15773017,763,0,37,0,1,149705.25,0
15625641,697,0,74,108071.36,1,16445.79,0
15776467,702,0,35,14262.8,0,54689.16,0
15746451,686,1,41,102749.72,1,194913.86,0
15777922,629,1,36,161757.87,1,146371.72,0
15606841,823,1,38,0,0,156603.7,0
15757648,683,0,35,95698.79,1,182566.76,0
15677173,555,1,37,124969.13,0,60194.05,0
15764170,647,1,44,93960.35,0,36579.53,1
15610446,714,0,51,88308.87,0,5862.53,1
15612776,850,0,39,0,1,143030.09,0
15794122,713,0,59,0,1,62700.08,0
15774931,452,1,30,112935.87,1,99017.34,0
15779247,683,0,24,98567.1,0,187987.01,0
15707078,577,0,26,180530.51,0,123454.62,0
15605263,552,1,33,140931.57,1,10921.5,0
15607381,769,0,31,148913.72,0,53817.23,0
15683471,691,1,38,0,0,81617.4,0
15605037,818,0,49,0,1,192298.84,1
15576085,739,1,41,0,0,143882.25,0
15770435,639,0,50,115335.32,1,53130.41,0
15592994,651,0,65,0,1,190454.04,0
15624068,779,0,26,0,1,111906,0
15595221,850,0,33,134678.13,0,113177.95,0
15637131,829,1,38,0,0,30529.88,0
15613471,579,1,31,90547.48,1,18800.13,0
15583499,510,1,32,103324.78,1,46127.7,0
15752816,531,1,29,114590.58,0,75585.48,0
15804075,628,0,36,91286.51,0,63085.94,0
15800517,633,1,32,163340.12,1,74415.2,0
15712319,714,1,45,150900.29,1,139889.15,0
15797389,604,1,23,124577.33,1,7267.25,0
15621432,630,1,35,0,0,186826.22,0
15779390,850,0,31,91292.7,1,162149.07,0
15711219,788,0,57,93716.72,1,180150.49,1
15770498,798,0,37,111723.08,1,83478.12,0
15678727,770,1,45,110765.68,0,26163.74,1
15573893,569,1,25,173459.45,1,44381.06,0
15740104,425,0,22,169649.73,1,136365,1
15792649,547,0,31,0,0,99294.22,0
15605275,725,1,45,116917.07,0,173464.43,1
15572467,506,1,37,0,1,127543.81,0
15738219,632,0,36,0,1,52526.65,0
15600710,620,1,22,0,0,32589.45,0
15804394,663,1,32,130627.66,0,47161.25,1
15694188,700,0,46,56580.95,1,45424.13,0
15583718,696,1,38,142316.14,1,8018.49,0
15802478,767,1,31,0,1,195668,0
15619343,561,1,56,152759,0,133167.11,1
15758813,350,1,39,109733.2,0,123602.11,1
15761374,706,1,54,117444.51,1,186238.85,0
15569209,464,0,34,76001.57,1,158668.87,0
15788539,501,0,34,107747.57,0,9249.36,0
15747222,745,0,35,0,1,116581.1,0
15769346,587,0,36,134997.49,0,44688.08,0
15699634,667,0,48,0,1,148608.39,0
15589076,737,1,36,0,1,188670.9,1
15812338,485,0,30,0,0,107067.37,0
15758845,590,0,37,64345.21,1,61759.33,1
15685844,518,0,35,141665.63,1,192776.64,0
15583090,581,0,29,0,0,46735.19,0
15587581,785,0,33,136624.6,1,169117.74,0
15633640,799,0,52,161209.66,1,89081.41,0
15573741,698,1,38,95010.92,1,105227.86,0
15633574,730,0,41,167545.32,0,128246.81,0
15711455,740,0,36,109044.6,0,94554.74,1
15570601,785,0,47,122031.55,1,33823.5,1
15690925,527,0,29,27755.97,0,97468.44,1
15709338,544,0,29,118560.55,1,164137.36,0
15780746,705,1,61,0,1,191313.7,0
15681956,684,1,34,0,1,65257.57,0
15778190,639,0,28,97840.72,1,178222.77,0
15786852,565,0,38,158651.29,1,179445.28,0
15726494,481,1,44,175303.06,0,65500.53,1
15641183,731,1,25,96950.21,0,97877.92,0
15805312,607,1,45,123859.6,1,113051.57,0
15636572,760,0,32,0,1,105969.05,0
15632575,559,0,70,0,1,122996.76,0
15740164,715,0,33,85227.84,1,68087.15,0
15574947,656,1,36,97786.08,1,21478.36,0
15597909,652,1,33,128135.99,0,158437.73,0
15782574,624,1,33,0,0,76551.7,0
15734999,634,1,36,85996.19,0,15887.68,0
15706593,850,0,50,0,1,33741.84,0
15766686,659,0,39,104502.11,0,20652.69,0
15590268,529,1,35,95772.97,1,112781.5,0
15763055,572,1,31,98108.79,1,119996.95,0
15664754,640,1,39,131607.28,1,6981.43,1
15643630,770,1,55,63127.41,0,185211.28,1
15641043,648,1,35,0,1,78436.36,0
15768095,579,1,31,0,1,139048,0
15811314,589,0,36,140355.56,0,136329.96,0
15669922,530,0,36,0,1,14721.8,0
15707114,831,1,30,0,1,3430.38,0
15670602,790,1,24,107418.27,1,160450.21,0
15713479,656,1,35,0,0,1485.27,0
15663830,563,1,32,0,1,19720.08,0
15566958,667,1,39,167557.12,1,41183.02,0
15680918,613,1,34,117300.02,0,139410.08,0
15663921,429,1,60,0,1,163691.48,0
15716324,665,0,23,143672.9,1,115147.33,0
15796969,731,1,33,0,1,74945.11,0
15574783,584,0,37,0,1,180363.56,0
15773487,634,0,31,76798.92,0,196021.73,0
15802486,488,1,34,0,1,125979.36,0
15783398,535,0,49,115309.75,0,111421.77,0
15649418,776,0,29,178171.04,1,115818.51,0
15604588,850,0,38,0,1,179360.76,0
15735428,673,0,37,0,0,82351.06,0
15629078,850,0,45,127258.79,1,192744.23,1
15806880,627,0,30,0,1,113408.47,0
15754999,570,0,33,0,1,124641.42,0
15781034,796,1,67,0,1,54871.02,0
15622017,773,0,33,0,1,98820.09,0
15705885,752,1,36,0,1,45570.84,0
15677382,625,0,69,107569.96,1,182336.45,0
15566843,535,1,20,134874.4,1,118825.56,0
15608387,786,0,29,0,0,103372.79,0
15810786,620,0,67,0,1,43486.73,0
15626983,605,0,48,0,1,40062.99,0
15773605,670,0,32,0,0,46175.7,0
15811261,617,1,42,70105.87,1,120830.73,0
15590606,595,1,41,0,0,5967.09,0
15576644,687,0,29,78939.15,0,122134.56,1
15750264,757,1,30,105128.85,1,62972.13,0
15741554,746,1,31,113836.27,1,174815.54,0
15769051,503,1,25,0,1,192841.13,0
15812198,543,1,48,100900.5,0,33310.72,1
15699772,428,0,40,129248.11,0,72876.43,1
15744105,768,0,28,109118.05,1,50911.41,0
15739858,618,1,56,0,1,142400.27,1
15723720,591,0,31,0,1,48778.46,0
15638355,658,0,35,126397.66,0,156361.58,1
15805637,625,1,36,108546.16,0,133807.77,1
15629575,717,1,36,148061.89,0,179128.69,1
15586243,667,1,44,122277.87,1,91810.71,0
15757931,804,1,24,0,0,173195.33,0
15716023,693,1,31,0,1,182270.88,0
15647782,729,1,36,152899.24,0,177130.33,0
15716609,484,1,54,134388.11,0,49954.79,1
15623791,632,0,40,109740.62,0,141896.74,0
15627262,536,1,23,92366.72,0,120661.71,0
15652693,573,0,26,129109.02,0,149814.68,1
15586993,655,0,56,0,1,41782.7,0
15815560,666,1,74,105102.5,1,46172.47,0
15584930,726,1,30,111375.32,0,2704.09,0
15799031,523,1,39,0,0,6726.53,0
15810457,728,0,33,150412.14,0,170764.08,0
15697879,701,1,30,156660.72,0,45742.42,0
15594902,518,1,38,90957.81,1,162304.59,0
15799710,739,1,37,104960.46,1,80883.82,0
15659651,531,0,31,117052.82,0,118508.09,1
15645956,452,1,44,88915.85,0,69697.74,0
15651713,684,1,45,148071.39,0,183575.01,0
15737265,728,1,39,152182.83,0,161203.6,0
15687310,783,1,39,0,0,143752.77,0
15607347,734,1,22,130056.23,0,121894.31,1
15698321,648,1,34,95039.73,1,147055.87,0
15657812,688,1,52,0,1,172033.57,0
15569187,680,1,35,0,0,143774.06,0
15681562,516,0,43,112773.73,1,139366.58,0
15615456,680,0,37,123806.28,0,81776.84,1
15589793,604,1,53,144453.75,0,190998.96,1
15781884,624,1,27,94667.29,1,4470.52,0
15675190,623,1,21,0,1,135851.3,0
15600734,624,1,51,174397.21,1,172372.63,0
15779176,565,0,58,108888.24,1,135875.51,1
15605286,565,1,55,118803.35,1,128124.7,1
15674922,710,1,54,171137.62,1,167023.95,1
15737506,645,1,42,0,0,149807.01,0
15780514,707,1,33,136678.52,0,54290.62,0
15623647,655,0,36,135515.76,0,86013.96,0
15668472,705,0,24,177799.83,0,79886.06,0
15692416,358,0,52,143542.36,0,141959.11,1
15771139,578,1,34,147487.23,0,66680.77,0
15738318,800,0,40,97764.41,0,98640.15,1
15772243,612,0,33,0,0,142797.5,1
15638463,681,0,48,139480.18,1,163581.67,0
15598088,559,1,25,0,1,163221.22,0
15693468,488,0,39,140553.46,0,12440.44,0
15671930,717,0,36,0,1,145551.6,0
15762268,666,0,41,141162.08,0,50908.48,0
15780954,582,1,26,65848.36,0,30149.21,0
15700174,733,0,30,83319.28,0,57769.2,0
15635728,693,1,41,0,0,156381.47,0
15679283,694,0,33,129731.64,0,178123.86,0
